TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,MONTH_NAME,TIME_OF_DAY
Other Theft,2025,7,17,2,30,22XX E 27TH AVE,Kensington-Cedar Cottage,495643.6953,5454880.3353,July,Evening/Night
Other Theft,2025,3,4,2,20,22XX E 39TH AVE,Kensington-Cedar Cottage,495503.914,5453566.2767,March,Evening/Night
Other Theft,2025,3,7,2,20,22XX E 39TH AVE,Kensington-Cedar Cottage,495503.914,5453566.2767,March,Evening/Night
Other Theft,2025,11,29,14,0,22XX E 41ST AVE,Victoria-Fraserview,495509.4418,5453335.4849,November,Afternoon
Other Theft,2025,12,18,2,0,22XX E 47TH AVE,Victoria-Fraserview,495488.4467,5452758.2349,December,Evening/Night
Other Theft,2025,12,5,7,0,22XX E 5TH AVE,Grandview-Woodland,495656.1584,5457022.4206,December,Morning
Other Theft,2025,10,19,14,55,22XX E 7TH AVE,Grandview-Woodland,495639.6244,5456817.3511,October,Afternoon
Other Theft,2025,9,14,5,12,22XX E 8TH AVE,Grandview-Woodland,495709.9966,5456710.1292,September,Morning
Other Theft,2025,2,27,17,0,22XX E BROADWAY AVE,Grandview-Woodland,495674.5792,5456615.6684,February,Afternoon
Other Theft,2025,1,23,16,30,22XX E BROADWAY AVE,Grandview-Woodland,495704.0098,5456615.4349,January,Afternoon
Other Theft,2025,3,10,0,0,22XX E BROADWAY AVE,Kensington-Cedar Cottage,495659.7063,5456606.6424,March,Evening/Night
Other Theft,2025,1,17,10,0,22XX E HASTINGS ST,Grandview-Woodland,495660.3565,5458710.4056,January,Morning
Other Theft,2025,1,14,12,0,22XX E HASTINGS ST,Grandview-Woodland,495665.5285,5458719.5337,January,Afternoon
Other Theft,2025,1,26,15,20,22XX E HASTINGS ST,Grandview-Woodland,495665.5285,5458719.5337,January,Afternoon
Other Theft,2025,3,12,18,45,22XX E HASTINGS ST,Grandview-Woodland,495665.5285,5458719.5337,March,Evening/Night
Other Theft,2025,6,20,12,30,22XX E HASTINGS ST,Grandview-Woodland,495665.5285,5458719.5337,June,Afternoon
Other Theft,2025,12,15,15,1,22XX E HASTINGS ST,Grandview-Woodland,495665.5285,5458719.5337,December,Afternoon
Other Theft,2025,7,8,17,13,22XX E HASTINGS ST,Grandview-Woodland,495668.3041,5458710.3828,July,Afternoon
Other Theft,2025,8,11,17,33,22XX E HASTINGS ST,Grandview-Woodland,495668.3041,5458710.3828,August,Afternoon
Other Theft,2025,12,22,14,33,22XX E HASTINGS ST,Grandview-Woodland,495668.3041,5458710.3828,December,Afternoon
Other Theft,2025,6,11,11,55,22XX E HASTINGS ST,Grandview-Woodland,495676.3596,5458710.3566,June,Morning
Other Theft,2025,2,23,12,30,22XX E HASTINGS ST,Grandview-Woodland,495716.6564,5458710.2333,February,Afternoon
Other Theft,2025,6,14,9,23,22XX E HASTINGS ST,Grandview-Woodland,495716.6564,5458710.2333,June,Morning
Other Theft,2025,7,2,20,25,22XX E HASTINGS ST,Grandview-Woodland,495719.3426,5458710.2249,July,Evening/Night
Other Theft,2025,7,21,14,54,22XX E HASTINGS ST,Grandview-Woodland,495743.5436,5458719.2934,July,Afternoon
Other Theft,2025,11,13,17,4,22XX E HASTINGS ST,Grandview-Woodland,495743.5436,5458719.2934,November,Afternoon
Other Theft,2025,4,12,12,27,22XX E HASTINGS ST,Grandview-Woodland,495751.574,5458710.1246,April,Afternoon
Other Theft,2025,1,17,14,45,22XX E HASTINGS ST,Grandview-Woodland,495763.2332,5458710.0887,January,Afternoon
Other Theft,2025,11,20,16,48,22XX E HASTINGS ST,Grandview-Woodland,495763.2332,5458710.0887,November,Afternoon
Other Theft,2025,1,14,10,30,22XX E PENDER ST,Grandview-Woodland,495704.9527,5458605.9326,January,Morning
Other Theft,2025,3,12,18,25,22XX FRASERVIEW DR,Victoria-Fraserview,495589.6627,5450954.8988,March,Evening/Night
Other Theft,2025,3,19,14,57,22XX GALT ST,Kensington-Cedar Cottage,495632.2683,5454560.4475,March,Afternoon
Other Theft,2025,9,1,11,51,22XX GRANT ST,Grandview-Woodland,495721.4769,5457611.2109,September,Morning
Other Theft,2025,11,15,22,57,22XX GRANVILLE ST,Fairview,489919.2571,5456967.2849,November,Evening/Night
Other Theft,2025,4,15,20,0,22XX GRAVELEY ST,Grandview-Woodland,495643.5036,5457514.2784,April,Evening/Night
Other Theft,2025,8,26,13,0,22XX GRAVELEY ST,Grandview-Woodland,495651.7342,5457523.2995,August,Afternoon
Other Theft,2025,1,18,14,30,22XX HEATHER ST,Fairview,491279.6682,5456970.9758,January,Afternoon
Other Theft,2025,8,21,5,0,22XX HEATHER ST,Fairview,491279.8452,5456978.948,August,Morning
Other Theft,2025,5,16,15,30,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495504.2814,5454526.1176,May,Afternoon
Other Theft,2025,12,4,14,10,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495508.1359,5454523.4263,December,Afternoon
Other Theft,2025,2,12,10,32,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495513.3705,5454530.9237,February,Morning
Other Theft,2025,2,18,20,2,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495513.3705,5454530.9237,February,Evening/Night
Other Theft,2025,2,23,20,49,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495513.3705,5454530.9237,February,Evening/Night
Other Theft,2025,3,3,15,23,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495513.3705,5454530.9237,March,Afternoon
Other Theft,2025,6,15,18,0,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495513.3705,5454530.9237,June,Evening/Night
Other Theft,2025,12,19,21,21,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495513.3705,5454530.9237,December,Evening/Night
Other Theft,2025,4,25,14,13,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495520.2662,5454514.9571,April,Afternoon
Other Theft,2025,10,12,21,20,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495520.2662,5454514.9571,October,Evening/Night
Other Theft,2025,10,27,17,25,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495520.2662,5454514.9571,October,Afternoon
Other Theft,2025,10,30,19,0,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495520.2662,5454514.9571,October,Evening/Night
Other Theft,2025,12,13,22,6,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495520.2662,5454514.9571,December,Evening/Night
Other Theft,2025,12,24,19,0,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495520.2662,5454514.9571,December,Evening/Night
Other Theft,2025,7,30,20,42,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495525.5945,5454511.237,July,Evening/Night
Other Theft,2025,6,4,10,0,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495536.1574,5454515.0143,June,Morning
Other Theft,2025,7,17,22,0,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495557.5641,5454488.9161,July,Evening/Night
Other Theft,2025,3,29,13,42,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495605.0651,5454455.7512,March,Afternoon
Other Theft,2025,4,1,19,50,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495605.0651,5454455.7512,April,Evening/Night
Other Theft,2025,1,16,8,21,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495680.0208,5454414.5701,January,Morning
Other Theft,2025,11,3,10,15,22XX KINGSWAY AVE [IFO 2201],Kensington-Cedar Cottage,495504.2851,5454526.1211,November,Morning
Other Theft,2025,5,31,7,25,22XX MACDONALD ST,Kitsilano,487756.1784,5457107.8907,May,Morning
Other Theft,2025,4,21,8,22,22XX MAPLE ST,Kitsilano,489049.8167,5457050.3251,April,Morning
Other Theft,2025,4,1,13,46,22XX MCBAIN AVE,Arbutus Ridge,488532.6396,5455249.6218,April,Afternoon
Other Theft,2025,5,25,21,0,22XX MCGILL ST,Grandview-Woodland,495763.3587,5459525.0316,May,Evening/Night
Other Theft,2025,5,25,22,0,22XX MCGILL ST,Grandview-Woodland,495763.3587,5459525.0316,May,Evening/Night
Other Theft,2025,6,20,15,15,22XX OAK ST,Fairview,490789.2249,5457006.8725,June,Afternoon
Other Theft,2025,4,10,14,7,22XX ONTARIO ST,Mount Pleasant,492378.8245,5456900.1222,April,Afternoon
Other Theft,2025,9,25,14,40,22XX QUALICUM DR,Victoria-Fraserview,495554.9133,5451063.1561,September,Afternoon
Other Theft,2025,12,22,4,25,22XX VANNESS AVE,Kensington-Cedar Cottage,495603.326,5455243.7925,December,Morning
Other Theft,2025,6,3,8,30,22XX W 10TH AVE,Kitsilano,488543.0408,5456692.3643,June,Morning
Other Theft,2025,9,23,8,0,22XX W 10TH AVE,Kitsilano,488543.0408,5456692.3643,September,Morning
Other Theft,2025,7,15,11,54,22XX W 10TH AVE,Kitsilano,488596.1075,5456691.0847,July,Morning
Other Theft,2025,7,7,14,40,22XX W 10TH AVE,Kitsilano,488670.5516,5456698.4364,July,Afternoon
Other Theft,2025,5,10,21,0,22XX W 13TH AVE,Kitsilano,488582.6533,5456390.6887,May,Evening/Night
Other Theft,2025,3,13,18,0,22XX W 41ST AVE,Arbutus Ridge,488394.1084,5453557.4569,March,Evening/Night
Other Theft,2025,9,6,17,30,22XX W 41ST AVE,Arbutus Ridge,488416.7824,5453556.8203,September,Afternoon
Other Theft,2025,11,12,17,0,22XX W 41ST AVE,Arbutus Ridge,488465.3017,5453555.4817,November,Afternoon
Other Theft,2025,1,12,12,13,22XX W 45TH AVE,Kerrisdale,488357.3673,5453144.9469,January,Afternoon
Other Theft,2025,12,31,16,36,22XX W 4TH AVE,Kitsilano,488553.4889,5457276.5872,December,Afternoon
Other Theft,2025,1,7,18,51,22XX W 4TH AVE,Kitsilano,488570.1851,5457285.329,January,Evening/Night
Other Theft,2025,6,3,11,50,22XX W 4TH AVE,Kitsilano,488570.1851,5457285.329,June,Morning
Other Theft,2025,1,29,20,10,22XX W 4TH AVE,Kitsilano,488572.6386,5457285.2692,January,Evening/Night
Other Theft,2025,1,31,16,30,22XX W 4TH AVE,Kitsilano,488572.6386,5457285.2692,January,Afternoon
Other Theft,2025,4,13,9,50,22XX W 4TH AVE,Kitsilano,488572.6386,5457285.2692,April,Morning
Other Theft,2025,5,18,18,30,22XX W 4TH AVE,Kitsilano,488572.6386,5457285.2692,May,Evening/Night
Other Theft,2025,5,22,20,45,22XX W 4TH AVE,Kitsilano,488572.6386,5457285.2692,May,Evening/Night
Other Theft,2025,7,18,11,42,22XX W 4TH AVE,Kitsilano,488572.6386,5457285.2692,July,Morning
Other Theft,2025,8,7,13,35,22XX W 4TH AVE,Kitsilano,488572.6386,5457285.2692,August,Afternoon
Other Theft,2025,2,10,11,50,22XX W 4TH AVE,Kitsilano,488645.9664,5457283.4895,February,Morning
Other Theft,2025,12,20,15,22,22XX W 4TH AVE,Kitsilano,488645.9664,5457283.4895,December,Afternoon
Other Theft,2025,12,22,17,50,22XX W 4TH AVE,Kitsilano,488645.9664,5457283.4895,December,Afternoon
Other Theft,2025,12,26,15,16,22XX W 4TH AVE,Kitsilano,488645.9664,5457283.4895,December,Afternoon
Other Theft,2025,8,6,22,37,22XX W 4TH AVE,Kitsilano,488695.6694,5457282.2834,August,Evening/Night
Other Theft,2025,5,10,22,10,20XX NANTON AVE,Arbutus Ridge,489074.9567,5454996.4447,May,Evening/Night
Other Theft,2025,10,17,19,12,20XX NANTON AVE,Arbutus Ridge,489074.9567,5454996.4447,October,Evening/Night
Other Theft,2025,9,7,1,30,20XX NAPIER ST,Grandview-Woodland,495405.5281,5458011.8304,September,Evening/Night
Other Theft,2025,12,11,0,0,20XX NELSON ST,West End,489625.97,5459918.964,December,Evening/Night
Other Theft,2025,12,14,14,18,20XX NELSON ST,West End,489626.0313,5459918.9025,December,Afternoon
Other Theft,2025,6,12,15,5,20XX QUEBEC ST,Mount Pleasant,492525.6491,5457141.9621,June,Afternoon
Other Theft,2025,5,18,15,30,20XX RUPERT ST,Hastings-Sunrise,497556.7925,5457094.1426,May,Afternoon
Other Theft,2025,9,4,21,50,20XX SCOTIA ST,Mount Pleasant,492816.8426,5457121.8998,September,Evening/Night
Other Theft,2025,10,3,10,0,20XX SW MARINE DR,Kerrisdale,488803.3354,5451300.6994,October,Morning
Other Theft,2025,3,31,12,0,20XX W 10TH AVE,Kitsilano,488905.3532,5456683.2695,March,Afternoon
Other Theft,2025,7,22,19,18,20XX W 10TH AVE,Kitsilano,488935.1963,5456691.6686,July,Evening/Night
Other Theft,2025,1,5,12,3,20XX W 13TH AVE,Kitsilano,488994.9412,5456377.8974,January,Afternoon
Other Theft,2025,2,7,13,0,20XX W 2ND AVE,Kitsilano,488909.2705,5457466.2918,February,Afternoon
Other Theft,2025,1,11,15,0,20XX W 41ST AVE,Shaughnessy,488731.6235,5453549.0657,January,Afternoon
Other Theft,2025,2,6,9,30,20XX W 41ST AVE,Shaughnessy,488735.5254,5453548.9609,February,Morning
Other Theft,2025,4,12,15,56,20XX W 41ST AVE,Shaughnessy,488735.5254,5453548.9609,April,Afternoon
Other Theft,2025,8,8,15,50,20XX W 41ST AVE,Kerrisdale,488804.7417,5453537.9602,August,Afternoon
Other Theft,2025,12,8,10,36,20XX W 41ST AVE,Kerrisdale,488804.7417,5453537.9602,December,Morning
Other Theft,2025,1,19,14,19,20XX W 41ST AVE,Kerrisdale,488805.5221,5453537.9391,January,Afternoon
Other Theft,2025,2,5,17,6,20XX W 41ST AVE,Kerrisdale,488805.5221,5453537.9391,February,Afternoon
Other Theft,2025,5,19,14,0,20XX W 41ST AVE,Kerrisdale,488805.5221,5453537.9391,May,Afternoon
Other Theft,2025,6,6,17,7,20XX W 41ST AVE,Kerrisdale,488805.5221,5453537.9391,June,Afternoon
Other Theft,2025,8,4,14,24,20XX W 41ST AVE,Kerrisdale,488805.5221,5453537.9391,August,Afternoon
Other Theft,2025,9,20,11,15,20XX W 41ST AVE,Kerrisdale,488805.5221,5453537.9391,September,Morning
Other Theft,2025,12,11,13,43,20XX W 41ST AVE,Kerrisdale,488805.5221,5453537.9391,December,Afternoon
Other Theft,2025,12,13,19,56,20XX W 41ST AVE,Kerrisdale,488805.5221,5453537.9391,December,Evening/Night
Other Theft,2025,8,15,18,32,20XX W 41ST AVE,Kerrisdale,488825.1203,5453537.4144,August,Evening/Night
Other Theft,2025,4,10,21,15,20XX W 41ST AVE,Kerrisdale,488918.6889,5453534.9086,April,Evening/Night
Other Theft,2025,5,3,12,2,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.3558,May,Afternoon
Other Theft,2025,8,6,20,19,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.3558,August,Evening/Night
Other Theft,2025,9,6,17,55,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.3558,September,Afternoon
Other Theft,2025,9,14,18,59,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.3558,September,Evening/Night
Other Theft,2025,9,18,18,3,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.3558,September,Evening/Night
Other Theft,2025,9,20,14,47,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.3558,September,Afternoon
Other Theft,2025,10,4,17,40,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.3558,October,Afternoon
Other Theft,2025,10,19,17,6,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.3558,October,Afternoon
Other Theft,2025,10,27,14,55,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.3558,October,Afternoon
Other Theft,2025,11,17,18,58,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.3558,November,Evening/Night
Other Theft,2025,11,28,20,7,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.3558,November,Evening/Night
Other Theft,2025,12,23,20,38,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.3558,December,Evening/Night
Other Theft,2025,1,8,21,2,20XX W 42ND AVE,Kerrisdale,488740.6652,5453440.1102,January,Evening/Night
Other Theft,2025,3,2,14,44,20XX W 42ND AVE,Kerrisdale,488740.6652,5453440.1102,March,Afternoon
Other Theft,2025,3,3,21,41,20XX W 42ND AVE,Kerrisdale,488740.6652,5453440.1102,March,Evening/Night
Other Theft,2025,4,10,15,59,20XX W 42ND AVE,Kerrisdale,488740.6652,5453440.1102,April,Afternoon
Other Theft,2025,6,29,13,35,20XX W 42ND AVE,Kerrisdale,488740.6652,5453440.1102,June,Afternoon
Other Theft,2025,7,16,20,19,20XX W 42ND AVE,Kerrisdale,488740.6652,5453440.1102,July,Evening/Night
Other Theft,2025,8,3,16,45,20XX W 42ND AVE,Kerrisdale,488740.6652,5453440.1102,August,Afternoon
Other Theft,2025,8,16,17,20,20XX W 42ND AVE,Kerrisdale,488740.6652,5453440.1102,August,Afternoon
Other Theft,2025,9,11,14,8,20XX W 42ND AVE,Kerrisdale,488740.6652,5453440.1102,September,Afternoon
Other Theft,2025,9,18,18,4,20XX W 42ND AVE,Kerrisdale,488740.6652,5453440.1102,September,Evening/Night
Other Theft,2025,10,2,21,3,20XX W 42ND AVE,Kerrisdale,488740.6652,5453440.1102,October,Evening/Night
Other Theft,2025,11,23,12,45,20XX W 42ND AVE,Kerrisdale,488740.6652,5453440.1102,November,Afternoon
Other Theft,2025,10,7,10,0,20XX W 42ND AVE,Kerrisdale,488798.2725,5453438.3421,October,Morning
Other Theft,2025,12,29,11,0,20XX W 4TH AVE,Kitsilano,488897.8271,5457277.2696,December,Morning
Other Theft,2025,8,11,10,13,20XX W 4TH AVE,Kitsilano,488907.3836,5457277.0357,August,Morning
Other Theft,2025,10,16,13,0,20XX W 4TH AVE,Kitsilano,488937.5304,5457267.1525,October,Afternoon
Other Theft,2025,9,28,20,37,20XX W 4TH AVE,Kitsilano,489030.9195,5457274.0183,September,Evening/Night
Other Theft,2025,7,1,1,56,20XX W 4TH AVE,Kitsilano,489037.3471,5457264.7128,July,Evening/Night
Other Theft,2025,1,2,19,18,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,January,Evening/Night
Other Theft,2025,1,4,12,23,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,January,Afternoon
Other Theft,2025,1,7,10,29,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,January,Morning
Other Theft,2025,1,11,13,34,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,January,Afternoon
Other Theft,2025,1,20,19,26,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,January,Evening/Night
Other Theft,2025,1,25,9,15,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,January,Morning
Other Theft,2025,1,31,9,38,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,January,Morning
Other Theft,2025,1,31,14,14,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,January,Afternoon
Other Theft,2025,1,31,17,7,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,January,Afternoon
Other Theft,2025,2,1,11,11,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,February,Morning
Other Theft,2025,2,1,19,50,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,February,Evening/Night
Other Theft,2025,2,3,15,14,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,February,Afternoon
Other Theft,2025,2,7,8,40,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,February,Morning
Other Theft,2025,2,7,11,8,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,February,Morning
Other Theft,2025,2,26,17,30,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,February,Afternoon
Other Theft,2025,3,5,17,47,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,March,Afternoon
Other Theft,2025,3,6,10,18,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,March,Morning
Other Theft,2025,3,16,9,49,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,March,Morning
Other Theft,2025,4,5,19,49,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,April,Evening/Night
Other Theft,2025,6,11,14,0,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,June,Afternoon
Other Theft,2025,7,25,20,10,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,July,Evening/Night
Other Theft,2025,9,15,20,38,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,September,Evening/Night
Other Theft,2025,9,20,15,25,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,September,Afternoon
Other Theft,2025,9,23,10,15,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,September,Morning
Other Theft,2025,12,4,18,25,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,December,Evening/Night
Other Theft,2025,12,5,19,31,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,December,Evening/Night
Other Theft,2025,12,15,19,26,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,December,Evening/Night
Other Theft,2025,12,29,19,3,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,December,Evening/Night
Other Theft,2025,12,30,18,1,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493,December,Evening/Night
Other Theft,2025,1,20,15,43,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,January,Afternoon
Other Theft,2025,1,26,13,42,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,January,Afternoon
Other Theft,2025,1,27,14,4,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,January,Afternoon
Other Theft,2025,2,23,17,42,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,February,Afternoon
Other Theft,2025,2,25,20,42,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,February,Evening/Night
Other Theft,2025,2,27,16,14,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,February,Afternoon
Other Theft,2025,3,2,18,27,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,March,Evening/Night
Other Theft,2025,3,2,20,0,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,March,Evening/Night
Other Theft,2025,3,5,19,21,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,March,Evening/Night
Other Theft,2025,3,17,14,35,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,March,Afternoon
Other Theft,2025,3,24,11,41,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,March,Morning
Other Theft,2025,3,30,18,0,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,March,Evening/Night
Other Theft,2025,3,31,16,2,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,March,Afternoon
Other Theft,2025,4,4,17,8,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,April,Afternoon
Other Theft,2025,4,22,20,38,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,April,Evening/Night
Other Theft,2025,5,1,11,26,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,May,Morning
Other Theft,2025,5,1,15,40,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,May,Afternoon
Other Theft,2025,5,4,17,45,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,May,Afternoon
Other Theft,2025,5,5,14,48,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,May,Afternoon
Other Theft,2025,5,5,19,43,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,May,Evening/Night
Other Theft,2025,5,7,19,33,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,May,Evening/Night
Other Theft,2025,5,7,20,51,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,May,Evening/Night
Other Theft,2025,5,14,19,50,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,May,Evening/Night
Other Theft,2025,5,20,19,53,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,May,Evening/Night
Other Theft,2025,5,29,19,51,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,May,Evening/Night
Other Theft,2025,6,1,7,40,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,June,Morning
Other Theft,2025,6,2,16,24,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,June,Afternoon
Other Theft,2025,6,5,7,9,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535,June,Morning
